date,amount,category,merchant,description,type,currency,balance
2024-12-05,-1787.23,Shopping,Flipkart,Shopping at Flipkart,debit,INR,132067.98999999996
2024-12-08,-1072.41,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,130995.57999999996
2024-12-09,-3420.08,Shopping,Local Mall,Shopping at Local Mall,debit,INR,127575.49999999996
2024-12-10,-230.35,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,127345.14999999995
2024-12-10,-1142.6,Other,Miscellaneous,Other at Miscellaneous,debit,INR,126202.54999999994
2024-12-11,-425.73,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,125776.81999999995
2024-12-11,-1087.6,Entertainment,PVR Cinemas,Entertainment at PVR Cinemas,debit,INR,124689.21999999994
2024-12-12,-1070.24,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,123618.97999999994
2024-12-12,-1632.21,Shopping,Myntra,Shopping at Myntra,debit,INR,121986.76999999993
2024-12-14,-610.31,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,121376.45999999993
2024-12-14,-1459.92,Shopping,Amazon India,Shopping at Amazon India,debit,INR,119916.53999999994
2024-12-15,-1890.7,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,118025.83999999994
2024-12-16,-3055.78,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,114970.05999999994
2024-12-18,-67.29,Transport,Indian Oil,Transport at Indian Oil,debit,INR,114902.76999999995
2024-12-18,-285.99,Transport,Uber,Transport at Uber,debit,INR,114616.77999999994
2024-12-19,-4349.55,Shopping,Local Mall,Shopping at Local Mall,debit,INR,110267.22999999994
2024-12-20,-2625.57,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,107641.65999999993
2024-12-20,-1395.28,Utilities,Reliance Jio,Utilities at Reliance Jio,debit,INR,106246.37999999993
2024-12-21,-630.98,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,105615.39999999994
2024-12-22,-4989.5,Shopping,Local Mall,Shopping at Local Mall,debit,INR,100625.89999999994
2024-12-22,-338.79,Transport,Ola,Transport at Ola,debit,INR,100287.10999999994
2024-12-23,-2145.82,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,98141.28999999994
2024-12-24,-448.72,Dining Out,KFC,Dining Out at KFC,debit,INR,97692.56999999993
2024-12-24,-217.94,Transport,BMTC,Transport at BMTC,debit,INR,97474.62999999993
2024-12-25,-2166.8,Groceries,Spencer's,Groceries at Spencer's,debit,INR,95307.82999999993
2024-12-25,-1399.51,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,93908.31999999993
2024-12-26,-510.34,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,93397.97999999994
2024-12-27,-633.49,Transport,Uber,Transport at Uber,debit,INR,92764.48999999993
2024-12-27,-1265.13,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,91499.35999999993
2024-12-28,-665.58,Transport,Indian Oil,Transport at Indian Oil,debit,INR,90833.77999999993
2024-12-28,-1016.5,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,89817.27999999993
2024-12-29,-547.03,Groceries,Spencer's,Groceries at Spencer's,debit,INR,89270.24999999993
2024-12-30,-325.57,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,88944.67999999992
2024-12-31,-536.33,Transport,BMTC,Transport at BMTC,debit,INR,88408.34999999992
