date,amount,category,merchant,description,type,currency,balance
2024-12-07,-15.77,Entertainment,Cinema,Entertainment at Cinema,debit,GBP,15565.11
2024-12-07,-53.43,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,15511.68
2024-12-08,-58.4,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,15453.28
2024-12-09,-33.35,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,15419.93
2024-12-10,-64.25,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,15355.68
2024-12-11,-54.64,Entertainment,Cinema,Entertainment at Cinema,debit,GBP,15301.04
2024-12-11,-11.47,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,15289.570000000002
2024-12-12,-45.18,Shopping,M&S,Shopping at M&S,debit,GBP,15244.390000000001
2024-12-14,-61.09,Utilities,BT,Utilities at BT,debit,GBP,15183.300000000001
2024-12-15,-9.5,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,15173.800000000001
2024-12-15,-109.86,Groceries,Tesco,Groceries at Tesco,debit,GBP,15063.94
2024-12-16,-60.45,Transport,TfL,Transport at TfL,debit,GBP,15003.49
2024-12-16,-86.06,Transport,BP,Transport at BP,debit,GBP,14917.43
2024-12-17,-35.52,Utilities,British Gas,Utilities at British Gas,debit,GBP,14881.91
2024-12-18,-90.17,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,14791.74
2024-12-19,-52.97,Healthcare,Opticians,Healthcare at Opticians,debit,GBP,14738.77
2024-12-19,-75.63,Groceries,ASDA,Groceries at ASDA,debit,GBP,14663.140000000001
2024-12-20,-44.8,Transport,BP,Transport at BP,debit,GBP,14618.340000000002
2024-12-21,-176.83,Shopping,Boots,Shopping at Boots,debit,GBP,14441.510000000002
2024-12-21,-119.22,Utilities,EDF Energy,Utilities at EDF Energy,debit,GBP,14322.290000000003
2024-12-21,-85.11,Other,Online Purchase,Other at Online Purchase,debit,GBP,14237.180000000002
2024-12-22,-20.03,Transport,TfL,Transport at TfL,debit,GBP,14217.150000000001
2024-12-23,-69.49,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,14147.660000000002
2024-12-23,-89.28,Groceries,ASDA,Groceries at ASDA,debit,GBP,14058.380000000001
2024-12-24,-63.79,Groceries,Aldi,Groceries at Aldi,debit,GBP,13994.59
2024-12-25,-91.73,Utilities,BT,Utilities at BT,debit,GBP,13902.86
2024-12-25,-21.54,Groceries,Lidl,Groceries at Lidl,debit,GBP,13881.32
2024-12-26,-92.3,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,13789.02
2024-12-26,-37.27,Dining Out,Costa Coffee,Dining Out at Costa Coffee,debit,GBP,13751.75
2024-12-27,-56.47,Groceries,Aldi,Groceries at Aldi,debit,GBP,13695.28
2024-12-28,-12.13,Transport,First Bus,Transport at First Bus,debit,GBP,13683.150000000001
2024-12-28,-13.9,Groceries,Iceland,Groceries at Iceland,debit,GBP,13669.250000000002
2024-12-29,-96.44,Groceries,ASDA,Groceries at ASDA,debit,GBP,13572.810000000001
2024-12-30,-28.35,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,13544.460000000001
2024-12-30,-28.19,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,13516.27
2024-12-30,-118.62,Shopping,M&S,Shopping at M&S,debit,GBP,13397.65
2024-12-31,-15.96,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,13381.69
