date,amount,category,merchant,description,type,currency,balance
2024-12-10,-12.68,Other,Online Purchase,Other at Online Purchase,debit,GBP,12487.64000000001
2024-12-10,-44.55,Healthcare,Dentist,Healthcare at Dentist,debit,GBP,12443.090000000011
2024-12-10,-28.4,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,12414.690000000011
2024-12-11,-72.29,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,12342.40000000001
2024-12-11,-77.85,Groceries,Tesco,Groceries at Tesco,debit,GBP,12264.55000000001
2024-12-12,-24.77,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,12239.78000000001
2024-12-13,-47.83,Healthcare,Private GP,Healthcare at Private GP,debit,GBP,12191.95000000001
2024-12-13,-32.41,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,12159.54000000001
2024-12-13,-8.5,Transport,TfL,Transport at TfL,debit,GBP,12151.04000000001
2024-12-14,-62.54,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,12088.50000000001
2024-12-15,-33.28,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,12055.220000000008
2024-12-15,-93.27,Groceries,Aldi,Groceries at Aldi,debit,GBP,11961.950000000008
2024-12-16,-26.93,Groceries,Tesco,Groceries at Tesco,debit,GBP,11935.020000000008
2024-12-16,-130.29,Shopping,Next,Shopping at Next,debit,GBP,11804.730000000007
2024-12-16,-104.77,Utilities,EDF Energy,Utilities at EDF Energy,debit,GBP,11699.960000000006
2024-12-16,-22.47,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,11677.490000000007
2024-12-17,-71.05,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,11606.440000000008
2024-12-19,-116.21,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,11490.230000000009
2024-12-20,-47.13,Dining Out,Nando's,Dining Out at Nando's,debit,GBP,11443.10000000001
2024-12-20,-114.34,Groceries,Iceland,Groceries at Iceland,debit,GBP,11328.76000000001
2024-12-21,-121.14,Shopping,Boots,Shopping at Boots,debit,GBP,11207.62000000001
2024-12-21,-49.35,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,11158.27000000001
2024-12-21,-137.56,Utilities,Sky,Utilities at Sky,debit,GBP,11020.71000000001
2024-12-21,-44.47,Groceries,Iceland,Groceries at Iceland,debit,GBP,10976.24000000001
2024-12-24,-25.86,Groceries,Aldi,Groceries at Aldi,debit,GBP,10950.38000000001
2024-12-24,-18.42,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,10931.96000000001
2024-12-24,-113.4,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,10818.56000000001
2024-12-25,-100.99,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,10717.57000000001
2024-12-26,-48.54,Shopping,John Lewis,Shopping at John Lewis,debit,GBP,10669.03000000001
2024-12-27,-11.82,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,10657.21000000001
2024-12-28,-18.81,Transport,First Bus,Transport at First Bus,debit,GBP,10638.40000000001
2024-12-29,-34.64,Groceries,Lidl,Groceries at Lidl,debit,GBP,10603.760000000011
2024-12-29,-62.9,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,10540.860000000011
2024-12-29,-106.88,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,10433.980000000012
2024-12-29,-14.87,Transport,BP,Transport at BP,debit,GBP,10419.110000000011
2024-12-30,-135.28,Shopping,Zara,Shopping at Zara,debit,GBP,10283.83000000001
2024-12-30,-21.28,Transport,First Bus,Transport at First Bus,debit,GBP,10262.55000000001
2024-12-31,3102.14,Income,Employer Inc,Monthly Salary,credit,GBP,13364.69000000001
